id,date,base_price,processing_fee,high_demand_fee,total_price,trip_duration
8783,2021-08-28 05:21:19,409.49,25.74,42.5,540.49,1297
8781,2021-08-28 01:53:54,585.72,33.39,82.0,701.11,1427
