id,date,base_price,processing_fee,high_demand_fee,total_price,trip_duration
9007,2021-09-26 08:40:40,930.32,64.66,362.82,1357.8,2375
9006,2021-09-26 05:14:42,759.27,46.32,167.04,972.63,1642
