id,date,base_price,processing_fee,high_demand_fee,total_price,trip_duration
10465,2022-03-26 01:33:12,1132.92,70.81,283.23,1236.96,2599
10467,2022-03-26 04:22:01,376.86,34.9,277.54,549.72,1159
10468,2022-03-26 08:51:09,446.66,33.05,214.4,694.11,843
10471,2022-03-26 16:56:37,1299.25,78.6,272.84,1739.19,2619
