id,date,base_price,processing_fee,high_demand_fee,total_price,trip_duration
10029,2022-01-28 06:32:31,942.44,63.14,320.43,1326.01,1943
10027,2022-01-28 00:51:32,735.75,44.15,147.15,927.05,2209
