id,date,base_price,processing_fee,high_demand_fee,total_price,trip_duration
6867,2021-01-30 08:44:00,449.36,25.07,107.85,582.28,1483
6866,2021-01-30 01:16:13,499.99,24.3,40.0,564.29,1649
