id,date,base_price,processing_fee,high_demand_fee,total_price,trip_duration
10353,2022-03-11 14:32:07,493.83,39.14,288.89,821.86,1407
10362,2022-03-11 23:59:47,524.29,45.09,377.49,946.87,1623
