id,date,base_price,processing_fee,high_demand_fee,total_price,trip_duration
9049,2021-10-01 01:48:50,765.85,42.5,84.24,892.59,2076
9052,2021-10-01 05:29:00,658.58,45.11,243.67,947.36,1898
