id,date,base_price,processing_fee,high_demand_fee,total_price,trip_duration
8731,2021-08-21 22:08:21,870.99,46.6,60.97,1022.15,2090
8729,2021-08-21 02:13:25,851.75,46.42,76.66,1018.42,1748
