id,date,base_price,processing_fee,high_demand_fee,total_price,trip_duration
8534,2021-07-27 17:24:44,885.29,44.26,0.0,973.14,2220
8535,2021-07-27 20:11:41,883.25,49.02,97.16,1073.02,2625
