id,date,base_price,processing_fee,high_demand_fee,total_price,trip_duration
9136,2021-10-10 02:03:35,873.09,56.75,261.93,1191.77,2018
9139,2021-10-10 05:46:11,743.2,45.71,170.94,959.85,1814
