id,date,base_price,processing_fee,high_demand_fee,total_price,trip_duration
11107,2022-06-11 07:18:24,345.93,33.04,314.8,693.77,566
11106,2022-06-11 02:02:47,284.76,29.62,307.54,621.92,648
