id,date,base_price,processing_fee,high_demand_fee,total_price,trip_duration
9169,2021-10-12 19:02:34,504.08,28.73,70.57,603.38,1280
9168,2021-10-12 16:31:42,491.42,24.57,0.0,515.99,1234
