id,date,base_price,processing_fee,high_demand_fee,total_price,trip_duration
9609,2021-11-29 16:25:36,976.41,56.14,146.46,1222.6,2483
9611,2021-11-29 19:08:24,930.63,52.12,111.68,1138.02,2191
