id,date,base_price,processing_fee,high_demand_fee,total_price,trip_duration
6732,2021-01-16 07:37:35,551.17,36.46,259.05,846.68,2089
6731,2021-01-16 00:12:56,460.82,20.74,0.0,481.56,1834
