id,date,base_price,processing_fee,high_demand_fee,total_price,trip_duration
9657,2021-12-05 09:32:46,910.11,74.63,582.47,1567.21,1678
9656,2021-12-05 01:53:04,813.03,55.69,300.82,1169.54,2173
