id,date,base_price,processing_fee,high_demand_fee,total_price,trip_duration
9675,2021-12-07 07:00:57,456.45,34.35,209.92,721.35,1340
9673,2021-12-07 04:53:25,155.0,11.16,68.2,234.36,1340
9674,2021-12-07 07:01:07,456.45,34.35,209.92,721.35,1340
9672,2021-12-07 00:26:00,511.97,40.96,307.18,860.11,1402
